,title,year,duration,stars,people,image_url
0,Cadena perpetua,1994,2h 22m,"9,3"," 2,9 M","https://m.media-amazon.com/images/M/MV5BMTA1MjE0Nzk4MDleQTJeQWpwZ15BbWU4MDA0NjIxMjAx._V1_QL75_UY207_CR6,0,140,207_.jpg"
1,El padrino,1972,2h 55m,"9,2"," 2,1 M","https://m.media-amazon.com/images/M/MV5BNWYxYzc1ZTAtNzM4Ni00MTUwLTliYmMtNWUwOWMzM2M3MjY3XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
2,El caballero oscuro,2008,2h 32m,"9,0"," 2,9 M","https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
3,El padrino parte II,1974,3h 22m,"9,0"," 1,4 M","https://m.media-amazon.com/images/M/MV5BMjQ5MzQxZTEtMmE1Yy00NjZlLTk5ODItNjI3MWIxMjk1M2U5XkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg"
4,12 hombres sin piedad,1957,1h 36m,"9,0", 887 mil,"https://m.media-amazon.com/images/M/MV5BYThhOGFhODktNGEwNi00MzY2LTg3YWYtNzAzZTE0MTFlMWQxXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
5,El señor de los anillos: El retorno del rey,2003,3h 21m,"9,0", 2 M,"https://m.media-amazon.com/images/M/MV5BZGEzZDkzNDgtMGMzZi00NjNhLTliNWMtMTllYzQ2OTQwNGFkXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
6,La lista de Schindler,1993,3h 15m,"9,0"," 1,5 M","https://m.media-amazon.com/images/M/MV5BZWUyNTJmOTMtZGM4MC00NWE2LThmZTUtZWE1NGM2YzYwZjRlXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
7,Pulp Fiction,1994,2h 34m,"8,9"," 2,3 M","https://m.media-amazon.com/images/M/MV5BMzNlNGRkZWYtNmE0Yy00NjQyLWFmMzItYWY5NGM2YWU4OWYwXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
8,El señor de los anillos: La comunidad del anillo,2001,2h 58m,"8,9", 2 M,"https://m.media-amazon.com/images/M/MV5BNDM0ZTRjNDAtMWFiOS00MjZiLThhZjYtNGQ0ODQ5MGE3Y2Y0XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
9,"El bueno, el feo y el malo",1966,3h 2m,"8,8", 827 mil,"https://m.media-amazon.com/images/M/MV5BN2FmNmM5OTUtODEwMC00NDE5LWI4ZTUtZTg1ZmZlYjVjN2EyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
10,Forrest Gump,1994,2h 22m,"8,8"," 2,3 M","https://m.media-amazon.com/images/M/MV5BOWQ0NzQ5MDItYTA3Yy00Y2ZjLWFlMGQtNjcxYzU4MWM3NzFmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
11,El señor de los anillos: Las dos torres,2002,2h 59m,"8,8"," 1,8 M","https://m.media-amazon.com/images/M/MV5BNjJhZjZlNjktZTEwYi00MmMwLTgyYTgtYmMyMmRlOWMzNmRjXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
12,El club de la lucha,1999,2h 19m,"8,8"," 2,4 M","https://m.media-amazon.com/images/M/MV5BZjA1YzQ3MDktYzRjMi00NWQ0LWFhYWYtZGMyODcwNGEwZjNmXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
13,Origen,2010,2h 28m,"8,8"," 2,6 M","https://m.media-amazon.com/images/M/MV5BNTQxYmM1NzQtY2FiZS00MzRhLTljZDYtZjRmMGNiMWI3NTQxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
14,El imperio contraataca,1980,2h 4m,"8,7"," 1,4 M","https://m.media-amazon.com/images/M/MV5BZWQyNTJkMTAtZWQ0Zi00NGFlLWI2ZDktNTA4MzM5NDQ0MTk4XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
15,Matrix,1999,2h 16m,"8,7"," 2,1 M","https://m.media-amazon.com/images/M/MV5BNGE1YzI4NzMtZTUxNi00Y2I5LTg2MmQtODE0NThmYTFmMDk0XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
16,Uno de los nuestros,1990,2h 25m,"8,7"," 1,3 M","https://m.media-amazon.com/images/M/MV5BYTE0MmJhNGUtZDI5My00YThhLTk1NmItNDExOWUxMjg1YzUxXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
17,Alguien voló sobre el nido del cuco,1975,2h 13m,"8,7"," 1,1 M","https://m.media-amazon.com/images/M/MV5BYjdkNjdlNDgtZTM1My00YzEwLTk5YjItYjE3YzllZTViNTVlXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
18,Interstellar,2014,2h 49m,"8,7"," 2,2 M","https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
19,Seven,1995,2h 7m,"8,6"," 1,8 M","https://m.media-amazon.com/images/M/MV5BMjk4YWQ5YTItZTk2OS00MTcxLWIwNjctZjE3NzNhNjQzZjI2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
20,¡Qué bello es vivir!,1946,2h 10m,"8,6", 507 mil,"https://m.media-amazon.com/images/M/MV5BOWIzZDkwM2MtMWU5Yy00NzA5LWFhMzUtMmI1Yzc4NWQzMzg2XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
21,Los siete samuráis,1954,3h 27m,"8,6", 373 mil,"https://m.media-amazon.com/images/M/MV5BYzc0ODMyMzctZTA5Zi00MGZhLWE0NTItZjJhOTE3OWMxZjBlXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
22,El silencio de los corderos,1991,1h 58m,"8,6"," 1,6 M","https://m.media-amazon.com/images/M/MV5BOGZiZjYxY2UtNDE5YS00NzcwLWI0NmItNjcwYThkOWMwYTdhXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
23,Salvar al soldado Ryan,1998,2h 49m,"8,6"," 1,5 M","https://m.media-amazon.com/images/M/MV5BMzU0YTgzM2EtYWNmMy00NWM1LWE0NTMtYjFhZDNlMDU1NWJmXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
24,Ciudad de Dios,2002,2h 10m,"8,6", 815 mil,"https://m.media-amazon.com/images/M/MV5BYjY4NGI5OTUtY2ZlZS00Zjk4LTk5N2MtN2JmYWVjNGNmMGRlXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
25,La vida es bella,1997,1h 56m,"8,6", 756 mil,"https://m.media-amazon.com/images/M/MV5BNTZhN2IwZWUtNTI2Yy00OWNjLWExZmYtOGMzN2M5NTE1MzM1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
26,La milla verde,1999,3h 9m,"8,6"," 1,4 M","https://m.media-amazon.com/images/M/MV5BM2VlMDA2NWYtYzQxZi00NGIyLTk0OTYtMGY3ODFmOGFhMTI3XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
27,Terminator 2: El juicio final,1991,2h 17m,"8,6"," 1,2 M","https://m.media-amazon.com/images/M/MV5BNTM1ZTZhNWQtOTM5MS00MzA4LWEwNGEtMzc5MzA5ODE1ZWQ5XkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR4,0,140,207_.jpg"
28,La guerra de las galaxias,1977,2h 1m,"8,6"," 1,5 M","https://m.media-amazon.com/images/M/MV5BNGU3YTdiM2EtY2Y3MC00NTIzLWEzYzYtM2IxZDNhZjkwNjU1XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
29,Regreso al futuro,1985,1h 56m,"8,5"," 1,3 M","https://m.media-amazon.com/images/M/MV5BNzVhMDRlMzctMjgxOC00MDllLTkzZWUtZTk4ODgyNDgwZTBmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
30,El viaje de Chihiro,2001,2h 4m,"8,6", 874 mil,"https://m.media-amazon.com/images/M/MV5BMWI1OTdjN2EtOGUxYy00ZDBmLWFlNzAtNmRkZjhiMTIzOTNhXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
31,El pianista,2002,2h 30m,"8,5", 934 mil,"https://m.media-amazon.com/images/M/MV5BN2YxODFhYTEtOTg5Ni00ZTllLTllYmMtMjQwZDAwZjg0ZGMyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
32,Parásitos,2019,2h 12m,"8,5", 998 mil,"https://m.media-amazon.com/images/M/MV5BYjk1Y2U4MjQtY2ZiNS00OWQyLWI3MmYtZWUwNmRjYWRiNWNhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
33,Psicosis,1960,1h 49m,"8,5", 732 mil,"https://m.media-amazon.com/images/M/MV5BOTUxZGRkZjQtMGFjOS00YTZkLTg5MmItOGRhMjE3YjQyMjBmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
34,Gladiator (El gladiador),2000,2h 35m,"8,5"," 1,7 M","https://m.media-amazon.com/images/M/MV5BZDZlZjY4NGMtNWIwNC00OWVhLTkyMmUtODI5ZDY4MmFhODllXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
35,El rey león,1994,1h 28m,"8,5"," 1,2 M","https://m.media-amazon.com/images/M/MV5BOTk0YjM0YmMtZTNiOC00ZjU5LWEzNmUtNTRiYzAxMTg0MzVkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
36,Spider-Man: Cruzando el multiverso,2023,2h 20m,"8,6", 407 mil,"https://m.media-amazon.com/images/M/MV5BODRiZGQyOGEtZWE1OS00MjQ2LWFiNzUtNjgxMDg3MmM0MDNhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
37,Infiltrados,2006,2h 31m,"8,5"," 1,4 M","https://m.media-amazon.com/images/M/MV5BYjhhMWVjMTUtM2EyMi00ZTU4LWIzNmYtZjMyNzJiMmZjMWRmXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
38,Whiplash,2014,1h 46m,"8,5", 1 M,"https://m.media-amazon.com/images/M/MV5BMjM0NmUzOWUtN2I0Mi00NTRiLWJmNzItZDE2YWIwNDIwNmEzXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
39,American History X,1998,1h 59m,"8,5"," 1,2 M","https://m.media-amazon.com/images/M/MV5BMjU3OWQ2MWQtZTMzNS00MGRjLWE3MmQtZmQ1Mzc0MGY3NmQyXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
40,Hotaru no haka,1988,1h 28m,"8,5", 324 mil,"https://m.media-amazon.com/images/M/MV5BZWRjNjNjY2YtZjI3My00ZjUzLWI2N2ItZDMzNzVkOGY5NGFhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR4,0,140,207_.jpg"
41,El profesional (Léon),1994,1h 50m,"8,5"," 1,3 M","https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
42,El truco final (El prestigio),2006,2h 10m,"8,5"," 1,5 M","https://m.media-amazon.com/images/M/MV5BMjUxYzNmOWItZjc1NS00OTUxLTgzODEtODU2NGEzMDJmYWFjXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
43,Harakiri,1962,2h 13m,"8,6", 72 mil,"https://m.media-amazon.com/images/M/MV5BMWNmYzg5NWYtNzhiMS00NzlkLTgyOTUtYzM3MjY0NDc2YjFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR2,0,140,207_.jpg"
44,Sospechosos habituales,1995,1h 46m,"8,5"," 1,2 M","https://m.media-amazon.com/images/M/MV5BMDliMWJiOTItOTUzNi00YjdmLTgxYzItZjQyYzU1NmZhZTdiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
45,Casablanca,1942,1h 42m,"8,5", 615 mil,"https://m.media-amazon.com/images/M/MV5BNTcyN2YzOTAtNDgyNi00YzA2LWIzOTAtNzg0ZjUyNjMzYWIyXkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg"
46,Dune: Parte dos,2024,2h 46m,"8,5", 527 mil,"https://m.media-amazon.com/images/M/MV5BNzBiMTQ0YjMtZDRhMC00ZDU4LTk3MDMtNWQxOGMwMjQzYjc4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
47,Intocable,2011,1h 52m,"8,5", 948 mil,"https://m.media-amazon.com/images/M/MV5BMmMwMmFhZTktYjA1NS00NWUyLTllYjEtNmVhYTRhZGM3YjRhXkEyXkFqcGdeQXVyMTMxODYzNjg@._V1_QL75_UY207_CR3,0,140,207_.jpg"
48,Cinema Paradiso,1988,2h 54m,"8,5", 289 mil,"https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
49,Tiempos modernos,1936,1h 27m,"8,5", 264 mil,"https://m.media-amazon.com/images/M/MV5BMjZmMjA4OGQtNjFmZi00ODE1LTkzM2QtYzg4OTM4ZDk2YzNkXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
50,"Alien, el octavo pasajero",1979,1h 57m,"8,5", 984 mil,"https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
51,La ventana indiscreta,1954,1h 52m,"8,5", 532 mil,"https://m.media-amazon.com/images/M/MV5BM2UwNGUyZjctNGY2MC00MDY4LWFmNzQtNWVjZTNmZjlmZjBiXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
52,Hasta que llegó su hora,1968,2h 46m,"8,5", 354 mil,"https://m.media-amazon.com/images/M/MV5BMjEzNjg1NzEwMV5BMl5BanBnXkFtZTgwMTE4OTU0MTE@._V1_QL75_UY207_CR2,0,140,207_.jpg"
53,Django desencadenado,2012,2h 45m,"8,5"," 1,7 M","https://m.media-amazon.com/images/M/MV5BMTg5NzI5ODU0MV5BMl5BanBnXkFtZTcwNDcyNDY2Nw@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
54,Luces de la ciudad,1931,1h 27m,"8,5", 199 mil,"https://m.media-amazon.com/images/M/MV5BNzIwNTQ2MDUxN15BMl5BanBnXkFtZTgwNjU2MjcyMjE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
55,Apocalypse Now,1979,2h 27m,"8,4", 722 mil,"https://m.media-amazon.com/images/M/MV5BNzI4NDNlNjItMzM1Ni00YTA0LThjZTAtOTdhMGYxYmU0NmZkXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
56,Memento,2000,1h 53m,"8,4"," 1,3 M","https://m.media-amazon.com/images/M/MV5BYmQ3MjliNjAtNWFiZS00YWI1LTlmZTktMzBiNDE1NjRhZjU0XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
57,WALL·E,2008,1h 38m,"8,4"," 1,2 M","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
58,En busca del arca perdida,1981,1h 55m,"8,4"," 1,1 M","https://m.media-amazon.com/images/M/MV5BMjhkNDBiMTMtYzNlOS00OTU2LWE3ZGMtZWVmMThkZThjZjMzXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
59,12th Fail,2023,2h 27m,"8,8", 131 mil,"https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
60,La vida de los otros,2006,2h 17m,"8,4", 416 mil,"https://m.media-amazon.com/images/M/MV5BN2Q5M2JhZGItNTg2OC00NjQ1LTllMmYtNWUzODNhMmU3YjcxXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
61,El crepúsculo de los dioses,1950,1h 50m,"8,4", 241 mil,"https://m.media-amazon.com/images/M/MV5BZjNmY2FhZDUtNzMxMS00ZDFiLTlhMzEtNTBmZjUwMTIxMzQxXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
62,Vengadores: Infinity War,2018,2h 29m,"8,4"," 1,2 M","https://m.media-amazon.com/images/M/MV5BOGVkODYxMDEtODczZC00MjRiLTg3ZWYtZjgzN2QyMDBjZTUzXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
63,Senderos de gloria,1957,1h 28m,"8,4", 218 mil,"https://m.media-amazon.com/images/M/MV5BYWNlNzA0MmYtMDhiNC00MDgyLWIyNDUtZmYwZjc1Mzg1N2ZlXkEyXkFqcGdeQXVyMTkyOTE2Mjk@._V1_QL75_UX140_CR0,0,140,207_.jpg"
64,Spider-Man: Un nuevo universo,2018,1h 57m,"8,4", 695 mil,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
65,Testigo de cargo,1957,1h 56m,"8,4", 141 mil,"https://m.media-amazon.com/images/M/MV5BNTJiN2I3ZGMtZTI5Ny00MWQzLTg3ZjQtNmQzNDA3MGZkMDM5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
66,El resplandor,1980,2h 26m,"8,4"," 1,1 M","https://m.media-amazon.com/images/M/MV5BNzMxYWI2NWUtNTQzOC00YTk0LTg2YmUtNmU2NzZkZmJjZWU2XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
67,El gran dictador,1940,2h 5m,"8,4", 241 mil,"https://m.media-amazon.com/images/M/MV5BYmM5NTZlOGEtNjc3MS00MzNiLThlYTctNTQyZmNkMGY5ZDU3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
68,Aliens: El regreso,1986,2h 17m,"8,4", 787 mil,"https://m.media-amazon.com/images/M/MV5BNTg0Y2FhODktZjk1Yi00ZTBkLWJhZTQtNjllYTc3N2U1ZWRkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
69,Malditos bastardos,2009,2h 33m,"8,4"," 1,6 M","https://m.media-amazon.com/images/M/MV5BMjcxNzBmMGEtYWZmNC00ZTNkLTkzMjgtMjA1MDFmNTMyMGJiXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
70,El caballero oscuro: La leyenda renace,2012,2h 44m,"8,4"," 1,9 M","https://m.media-amazon.com/images/M/MV5BMmQ4MTZmODItMWFiMC00ZTExLTg0YWEtODEyYjkwNWZiNGIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
71,Coco,2017,1h 45m,"8,4", 615 mil,"https://m.media-amazon.com/images/M/MV5BMWQ1NWZjMmQtMTFjOC00NDE2LWFmZTctNzI5MDQwNDU0M2IzXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
72,Amadeus,1984,2h 40m,"8,4", 436 mil,"https://m.media-amazon.com/images/M/MV5BNzAxMzJiOTgtOGJiNS00MDY1LTg4ZmYtNzM2NmE5ZGJhMmM5XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
73,Toy Story,1995,1h 21m,"8,3"," 1,1 M","https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
74,¿Teléfono rojo? Volamos hacia Moscú,1964,1h 35m,"8,3", 526 mil,"https://m.media-amazon.com/images/M/MV5BOTA4NDdkYTQtZTQzYy00YjVkLTkxMDMtZDBhY2FhNmZlZThhXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
75,Old Boy,2003,2h,"8,3", 652 mil,"https://m.media-amazon.com/images/M/MV5BZWZkNjVhZDEtZTNkZi00OWIxLTk3N2UtNjBkMjgzZGMwMDI2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3,0,140,207_.jpg"
76,American Beauty,1999,2h 2m,"8,3"," 1,2 M","https://m.media-amazon.com/images/M/MV5BYmYxOGZkZDktZTcyOS00ZjExLTlhMTItNzhhNTA5MDA0ZjVlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
77,Vengadores: Endgame,2019,3h 1m,"8,4"," 1,3 M","https://m.media-amazon.com/images/M/MV5BZGM5MTFlYTMtMGU4NC00YzUzLThhY2UtM2IxZGI5MTlhYWZkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
78,El submarino (Das Boot),1981,2h 29m,"8,4", 268 mil,"https://m.media-amazon.com/images/M/MV5BNGM2MDE5OGUtMzY5Yy00OTU3LWI0YzEtMTlkZGI5OGVjZWM3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY207_CR2,0,140,207_.jpg"
79,Braveheart,1995,2h 58m,"8,3"," 1,1 M","https://m.media-amazon.com/images/M/MV5BOGQ0YjJhMDItOTI2MS00MzFjLWEwNzgtYjUzYTE0ZjE4ZTg1XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
80,El indomable Will Hunting,1997,2h 6m,"8,3"," 1,1 M","https://m.media-amazon.com/images/M/MV5BMDNjOTMyNjgtYmU4OS00ZWMzLWEyYWMtOThhOGRjM2I4YWNmXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
81,La princesa Mononoke,1997,2h 13m,"8,3", 444 mil,"https://m.media-amazon.com/images/M/MV5BMWUyOWZkOWMtMmE3Zi00MGVlLWI0NjctNzhiZDI2ZjQzNzNhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
